dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
01/04/2024,0TjAAwE04BeoSeOpJIakYH,little may,221557,38,51747,indie folk,2014,2019,4,5,Sunrise Run,7L3WVfrpwUN07jkvZg1vrP
